ticket_id,customer_id,product_id,created_date,issue_category,issue_type,priority,contact_channel,first_response_hours,resolution_hours,ticket_status,customer_satisfaction_score,sla_breached_flag,customer_comment
TKT000714,C010,P007,2026-05-12,Payment,Payment Failed,High,Phone,1,33,Resolved,3.0,No,Standard support request
TKT000715,C011,P008,2026-05-17,Account,Login Issue,Medium,Web,4,43,Open,3.7,No,Standard support request
TKT000716,C012,P009,2026-05-22,Product Information,Wrong Specification,Medium,Email,7,53,Resolved,4.4,Yes,Standard support request
TKT000717,C013,P010,2026-05-27,Refund,Refund Pending,High,Chat,10,63,Resolved,3.0,Yes,Standard support request
TKT000718,C014,P011,2026-06-01,Technical,App Error,High,Phone,13,73,Resolved,3.7,Yes,Standard support request
TKT000719,C015,P012,2026-06-06,Order,Order Cancellation,Low,Web,16,83,Resolved,4.4,Yes,Standard support request
TKT000720,C001,P001,2026-06-11,Product Quality,Defective Product,High,Email,1,3,Resolved,3.0,No,Standard support request
TKT000721,C002,P002,2026-06-16,Delivery,Late Delivery,Medium,Chat,4,13,Resolved,3.7,No,Standard support request
TKT000722,C003,P003,2026-06-21,Payment,Payment Failed,High,Phone,7,23,Resolved,4.4,No,Standard support request
TKT000723,C004,P004,2026-06-26,Account,Login Issue,Medium,Web,10,33,Resolved,3.0,No,Standard support request
TKT000724,C005,P005,2026-01-01,Product Information,Wrong Specification,Medium,Email,13,43,Resolved,3.7,No,Standard support request
TKT000725,C006,P006,2026-01-06,Refund,Refund Pending,High,Chat,16,101,Resolved,3.2,Yes,Customer reported repeated issue
TKT000726,C007,P007,2026-01-11,Technical,App Error,High,Phone,1,45,Resolved,3.0,No,Standard support request
TKT000727,C008,P008,2026-01-16,Order,Order Cancellation,Low,Web,4,55,Resolved,3.7,Yes,Standard support request
TKT000728,C009,P009,2026-01-21,Product Quality,Defective Product,High,Email,7,65,Open,4.4,Yes,Standard support request
TKT000729,C010,P010,2026-01-26,Delivery,Late Delivery,Medium,Chat,10,75,Resolved,3.0,Yes,Standard support request
TKT000730,C011,P011,2026-01-31,Payment,Payment Failed,High,Phone,13,85,Resolved,3.7,Yes,Standard support request
TKT000731,C012,P012,2026-02-05,Account,Login Issue,Medium,Web,16,23,Resolved,4.4,No,Standard support request
TKT000732,C013,P001,2026-02-10,Product Information,Wrong Specification,Medium,Email,1,15,Resolved,3.0,No,Standard support request
TKT000733,C014,P002,2026-02-15,Refund,Refund Pending,High,Chat,4,25,Resolved,3.7,No,Standard support request
TKT000734,C015,P003,2026-02-20,Technical,App Error,High,Phone,7,35,Resolved,4.4,No,Standard support request
TKT000735,C001,P004,2026-02-25,Order,Order Cancellation,Low,Web,10,45,Resolved,3.0,No,Standard support request
TKT000736,C002,P005,2026-03-02,Product Quality,Defective Product,High,Email,13,55,Resolved,3.7,Yes,Standard support request
TKT000737,C003,P006,2026-03-07,Delivery,Late Delivery,Medium,Chat,16,65,Resolved,4.4,Yes,Standard support request
TKT000738,C004,P007,2026-03-12,Payment,Payment Failed,High,Phone,1,57,Resolved,3.0,Yes,Standard support request
TKT000739,C005,P008,2026-03-17,Account,Login Issue,Medium,Web,4,67,Resolved,3.7,Yes,Standard support request
TKT000740,C006,P009,2026-03-22,Product Information,Wrong Specification,Medium,Email,7,77,Resolved,4.4,Yes,Standard support request
TKT000741,C007,P010,2026-03-27,Refund,Refund Pending,High,Chat,10,15,Open,3.0,No,Standard support request
TKT000742,C008,P011,2026-04-01,Technical,App Error,High,Phone,13,25,Resolved,3.7,No,Standard support request
TKT000743,C009,P012,2026-04-06,Order,Order Cancellation,Low,Web,16,35,Resolved,4.4,No,Standard support request
TKT000744,C010,P001,2026-04-11,Product Quality,Defective Product,High,Email,1,27,Resolved,3.0,No,Standard support request
TKT000745,C011,P002,2026-04-16,Delivery,Late Delivery,Medium,Chat,4,37,Resolved,3.7,No,Standard support request
TKT000746,C012,P003,2026-04-21,Payment,Payment Failed,High,Phone,7,47,Resolved,4.4,No,Standard support request
TKT000747,C013,P004,2026-04-26,Account,Login Issue,Medium,Web,10,57,Resolved,3.0,Yes,Standard support request
TKT000748,C014,P005,2026-05-01,Product Information,Wrong Specification,Medium,Email,13,67,Resolved,3.7,Yes,Standard support request
TKT000749,C015,P006,2026-05-06,Refund,Refund Pending,High,Chat,16,77,Resolved,4.4,Yes,Standard support request
TKT000750,C001,P007,2026-05-11,Technical,App Error,High,Phone,1,69,Resolved,3.0,Yes,Standard support request
TKT000751,C002,P008,2026-05-16,Order,Order Cancellation,Low,Web,4,7,Resolved,3.7,No,Standard support request
TKT000752,C003,P009,2026-05-21,Product Quality,Defective Product,High,Email,7,17,Resolved,4.4,No,Standard support request
TKT000753,C004,P010,2026-05-26,Delivery,Late Delivery,Medium,Chat,10,27,Resolved,3.0,No,Standard support request
TKT000754,C005,P011,2026-05-31,Payment,Payment Failed,High,Phone,13,85,Open,2.5,Yes,Customer reported repeated issue
TKT000755,C006,P012,2026-06-05,Account,Login Issue,Medium,Web,16,47,Resolved,4.4,No,Standard support request
TKT000756,C007,P001,2026-06-10,Product Information,Wrong Specification,Medium,Email,1,39,Resolved,3.0,No,Standard support request
TKT000757,C008,P002,2026-06-15,Refund,Refund Pending,High,Chat,4,49,Resolved,3.7,Yes,Standard support request
TKT000758,C009,P003,2026-06-20,Technical,App Error,High,Phone,7,59,Resolved,4.4,Yes,Standard support request
TKT000759,C010,P004,2026-06-25,Order,Order Cancellation,Low,Web,10,69,Resolved,3.0,Yes,Standard support request
TKT000760,C011,P005,2026-06-30,Product Quality,Defective Product,High,Email,13,79,Resolved,3.7,Yes,Standard support request
TKT000761,C012,P006,2026-01-05,Delivery,Late Delivery,Medium,Chat,16,89,Resolved,4.4,Yes,Standard support request
TKT000762,C013,P007,2026-01-10,Payment,Payment Failed,High,Phone,1,9,Resolved,3.0,No,Standard support request
TKT000763,C014,P008,2026-01-15,Account,Login Issue,Medium,Web,4,19,Resolved,3.7,No,Standard support request
TKT000764,C015,P009,2026-01-20,Product Information,Wrong Specification,Medium,Email,7,29,Resolved,4.4,No,Standard support request
TKT000765,C001,P010,2026-01-25,Refund,Refund Pending,High,Chat,10,39,Resolved,3.0,No,Standard support request
TKT000766,C002,P011,2026-01-30,Technical,App Error,High,Phone,13,49,Resolved,3.7,Yes,Standard support request
TKT000767,C003,P012,2026-02-04,Order,Order Cancellation,Low,Web,16,59,Open,4.4,Yes,Standard support request
TKT000768,C004,P001,2026-02-09,Product Quality,Defective Product,High,Email,1,51,Resolved,3.0,Yes,Standard support request
TKT000769,C005,P002,2026-02-14,Delivery,Late Delivery,Medium,Chat,4,61,Resolved,3.7,Yes,Standard support request
TKT000770,C006,P003,2026-02-19,Payment,Payment Failed,High,Phone,7,71,Resolved,4.4,Yes,Standard support request
TKT000771,C007,P004,2026-02-24,Account,Login Issue,Medium,Web,10,81,Resolved,3.0,Yes,Standard support request
TKT000772,C008,P005,2026-03-01,Product Information,Wrong Specification,Medium,Email,13,19,Resolved,3.7,No,Standard support request
TKT000773,C009,P006,2026-03-06,Refund,Refund Pending,High,Chat,16,29,Resolved,4.4,No,Standard support request
TKT000774,C010,P007,2026-03-11,Technical,App Error,High,Phone,1,21,Resolved,3.0,No,Standard support request
TKT000775,C011,P008,2026-03-16,Order,Order Cancellation,Low,Web,4,31,Resolved,3.7,No,Standard support request
TKT000776,C012,P009,2026-03-21,Product Quality,Defective Product,High,Email,7,41,Resolved,4.4,No,Standard support request
TKT000777,C013,P010,2026-03-26,Delivery,Late Delivery,Medium,Chat,10,51,Resolved,3.0,Yes,Standard support request
TKT000778,C014,P011,2026-03-31,Payment,Payment Failed,High,Phone,13,61,Resolved,3.7,Yes,Standard support request
TKT000779,C015,P012,2026-04-05,Account,Login Issue,Medium,Web,16,71,Resolved,4.4,Yes,Standard support request
TKT000780,C001,P001,2026-04-10,Product Information,Wrong Specification,Medium,Email,1,63,Open,3.0,Yes,Standard support request
TKT000781,C002,P002,2026-04-15,Refund,Refund Pending,High,Chat,4,73,Resolved,3.7,Yes,Standard support request
TKT000782,C003,P003,2026-04-20,Technical,App Error,High,Phone,7,11,Resolved,4.4,No,Standard support request
TKT000783,C004,P004,2026-04-25,Order,Order Cancellation,Low,Web,10,69,Resolved,1.8,Yes,Customer reported repeated issue
TKT000784,C005,P005,2026-04-30,Product Quality,Defective Product,High,Email,13,31,Resolved,3.7,No,Standard support request
TKT000785,C006,P006,2026-05-05,Delivery,Late Delivery,Medium,Chat,16,41,Resolved,4.4,No,Standard support request
TKT000786,C007,P007,2026-05-10,Payment,Payment Failed,High,Phone,1,33,Resolved,3.0,No,Standard support request
TKT000787,C008,P008,2026-05-15,Account,Login Issue,Medium,Web,4,43,Resolved,3.7,No,Standard support request
TKT000788,C009,P009,2026-05-20,Product Information,Wrong Specification,Medium,Email,7,53,Resolved,4.4,Yes,Standard support request
TKT000789,C010,P010,2026-05-25,Refund,Refund Pending,High,Chat,10,63,Resolved,3.0,Yes,Standard support request
TKT000790,C011,P011,2026-05-30,Technical,App Error,High,Phone,13,73,Resolved,3.7,Yes,Standard support request
TKT000791,C012,P012,2026-06-04,Order,Order Cancellation,Low,Web,16,83,Resolved,4.4,Yes,Standard support request
TKT000792,C013,P001,2026-06-09,Product Quality,Defective Product,High,Email,1,3,Resolved,3.0,No,Standard support request
TKT000793,C014,P002,2026-06-14,Delivery,Late Delivery,Medium,Chat,4,13,Open,3.7,No,Standard support request
TKT000794,C015,P003,2026-06-19,Payment,Payment Failed,High,Phone,7,23,Resolved,4.4,No,Standard support request
TKT000795,C001,P004,2026-06-24,Account,Login Issue,Medium,Web,10,33,Resolved,3.0,No,Standard support request
TKT000796,C002,P005,2026-06-29,Product Information,Wrong Specification,Medium,Email,13,43,Resolved,3.7,No,Standard support request
TKT000797,C003,P006,2026-01-04,Refund,Refund Pending,High,Chat,16,53,Resolved,4.4,Yes,Standard support request
TKT000798,C004,P007,2026-01-09,Technical,App Error,High,Phone,1,45,Resolved,3.0,No,Standard support request
TKT000799,C005,P008,2026-01-14,Order,Order Cancellation,Low,Web,4,55,Resolved,3.7,Yes,Standard support request
TKT000800,C006,P009,2026-01-19,Product Quality,Defective Product,High,Email,7,65,Resolved,4.4,Yes,Standard support request
